name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
Seamer Windfarm - Stockton on Tees,0,6,Broadview Energy,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Lochhead,0,6,A7 Energy / Green Energy,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Llynfi Afan Renewable Energy Park,0,6,John Laing,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Carcant Wind Farm,0,6,Greencoat UK Wind,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Hazlehead,0,6,Banks Renewables,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Ranson Moor (phase 1),0,6,Fenpower Limited,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Winscales Moor,0,6,Gravis Capital Management,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Hameldon Hill Extension,0,6,Mr Stephen Milburn RWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables Mr Stephen MilburnRWE NPower Renewables,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Srondoire Community Wind Farm,0,6,Srondoire Wind Farmers LLP,15.12,18124.13793,3.625021036,0.453103448,3.171917588,4.766832549,43.39102926,286.9777067,7.479108269
Lendrum's Bridge,0,5.9,Renewable Energy Systems (RES),14.868,17822.06897,3.564607243,0.445551724,3.119055519,4.766827621,42.66788954,286.9780034,7.479120135
Torrance Farm Wind Park Extension,0,5.7,Capital Dynamics,14.364,17217.93103,3.443779657,0.430448276,3.013331381,4.766817248,41.22161011,286.9786279,7.479145116
Trysglwyn,0,5.6,RWE npower,14.112,16915.86207,3.383365864,0.422896552,2.960469312,4.766811783,40.4984704,286.9789569,7.479158275
High Volts RO,0,5.5,E.On,13.86,16613.7931,3.322952071,0.415344828,2.907607243,4.76680612,39.77533068,286.9792978,7.479171914
Dyffryn Brodyn,0,5.4,RES,13.608,16311.72414,3.262538278,0.407793103,2.854745174,4.766800247,39.05219097,286.9796514,7.479186057
Oldside Wind Farm,0,5.4,Windprospect (a subsidiary of Windcluster Ltd.),13.608,16311.72414,3.262538278,0.407793103,2.854745174,4.766800247,39.05219097,286.9796514,7.479186057
Forss Extension,0,5.2,Renewable Energy Systems Ltd,13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
Trimdon,0,5.2,Cumbria Wind Farms,13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
Hill of Lybster (Extension),0,5.2,Renewable Energy Systems (RES),13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
Clochnahill Wind Farm,0,5.2,M I & H Gordon,13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
High Hedley II,0,5.2,EDF Energy,13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
Southern Law,0,5.2,EDF Energy,13.104,15707.58621,3.141710691,0.392689655,2.749021036,4.766787823,37.60591154,286.9803994,7.479215975
Pogbie Wind Farm 1,0,5.1,Mongoose (formerly Energy Law Unlimited),12.852,15405.51724,3.081296898,0.385137931,2.696158967,4.766781246,36.88277182,286.9807954,7.479231814
Owenreagh Extension,0,5.1,EF Energy,12.852,15405.51724,3.081296898,0.385137931,2.696158967,4.766781246,36.88277182,286.9807954,7.479231814
Rigged Hill,0,5,B9 Energy Services Ltd/ ScottishPower Renewables,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
House O'Hill,0,5,Green Cat Renewables,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Humphrey Group,0,5,Roy Humphrey Group,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Slieve Rushen Phase 1 Wind Farm,0,5,Sean Quinn Group,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Melton Waste Park (resubmission),0,5,Seneca Global Energy,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Burgar Hill,0,5,Orkney Sustainable Energy Ltd,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Solutia,0,5,Solutia / Vestas,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Derby Sewage Treatment Works,0,5,Severn Trent Water,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Newton Down,0,5,Renewable Energy Partnerships Ltd,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Avonmouth Port II,0,5,Bristol City Council - Energy Management Unit,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Corby Knowe,0,5,Gaelectric Developments/ CGN Europe Energy,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Betty Hill,0,5,North British Windpower Ltd,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Elliot's Hill,0,5,B9 Energy Services Ltd/ ScottishPower Renewables,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Bessy Bell 1,0,5,Colham Energy Ltd plus Airtricty extrension,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Owenreagh Wind Farm,0,5,EF Energy,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Ryder Point Quarry Wind Turbines,0,5,Longcliffe Quarries,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Kinegar Quarry (resubmission),0,5,Airvolution Energy,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Corkey,0,5,B9 Energy Services Ltd/ ScottishPower Renewables,12.6,15103.44828,3.020883105,0.377586207,2.643296898,4.766774405,36.1596321,286.9812072,7.479248287
Brackagh Quarry,0,4.98,Renewable Energy Generation (REG),12.699,15043.03448,3.008800347,0.376075862,2.632724484,4.823520302,36.01500416,283.605041,7.344201642
Hill of Lybster,0,4.9,Fivestone Ltd (subsidiary of Abbey Produce),12.495,14801.37931,2.960469312,0.370034483,2.590434829,4.823514515,35.43649239,283.6053813,7.344215251
Bambers,0,4.8,,12.24,14499.31034,2.900055519,0.362482759,2.53757276,4.823507011,34.71335267,283.6058225,7.3442329
Pogbie Wind Farm 2,0,4.8,Mongoose (formerly Energy Law Unlimited/ Pogbie Windfarm),12.24,14499.31034,2.900055519,0.362482759,2.53757276,4.823507011,34.71335267,283.6058225,7.3442329
Kirkby Moor,0,4.8,Npower Renewables,12.24,14499.31034,2.900055519,0.362482759,2.53757276,4.823507011,34.71335267,283.6058225,7.3442329
Lowca Wind Farm,0,4.7,Windprospect,11.985,14197.24138,2.839641726,0.354931034,2.484710691,4.823499187,33.99021296,283.6062825,7.344251301
National Wind Turbine Test Site,0,4.7,NEL East Kilbride Glasgow G75 0QU,11.985,14197.24138,2.839641726,0.354931034,2.484710691,4.823499187,33.99021296,283.6062825,7.344251301
Mynydd Y Gwrhyd Windfarm (resubmission),0,4.7,Awel Aman Tawe,11.985,14197.24138,2.839641726,0.354931034,2.484710691,4.823499187,33.99021296,283.6062825,7.344251301
Yonderton Wind Cluster,0,4.6,Wilson Strachan,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Muirake,0,4.6,vento ludens,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Newton Marsh Wind Project,0,4.6,TCI Renewables,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Woodlands Barton Wind Project,0,4.6,Mr Jon Hyatt,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Greenhill Croft,0,4.6,Green Cat Renewables,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Strath of Brydock,0,4.6,Green Cat Renewables,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Milton of Fisherie Wind Cluster,0,4.6,LocoGen,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Haddo,0,4.6,,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Netherton of Windyhills,0,4.6,Strathdee Energy,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Brotherton (formerly Paul Matthew Hill wind turbines),0,4.6,Renewable Energy Ventures Ltd,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Clondermot Turbines,0,4.6,Energia Renewables,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Mossmorran,0,4.6,Airvolution Energy,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Droop Hill Wind Farm x,0,4.6,Macphie Of Glenbervie Ltd,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
The Michelin Tyre Factory - Ballymena,0,4.6,Ecotricity,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Ystgellog Farm Wind Farm,0,4.6,Airvolution Energy,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Standford Hill,0,4.6,Resonance,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Ballymena,0,4.6,White Young Green Planning,11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
Far Old Park Farm Wind Farm,0,4.6,Windprospect (a subsidiary of Windcluster Ltd.),11.73,13895.17241,2.779227933,0.34737931,2.431848622,4.823491023,33.26707324,283.6067625,7.344270501
New Barn Farm - Burnley,0,4.5,Mrs J E Haseldon of New Barn Farm,11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
North Yell Wind Farm (Garth Community Wind Farm),0,4.5,Garth Wind (North Yell Development Council),11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Little Byth,0,4.5,Lovie Ltd,11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Four Burrows Wind Farm,0,4.5,RES,11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Loscar,0,4.5,REG Windpower (previously Cornwall Light and Power),11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Four Burrows,0,4.5,TRIG,11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Keith Hill (resubmission),0,4.5,Sky Wind Energy,11.475,13593.10345,2.71881414,0.339827586,2.378986553,4.823482497,32.54393353,283.6072639,7.344290555
Ardoch and Over Enoch Wind Farm (Over Enoch),0,4.3,2020 Renewables/ NTR,10.965,12988.96552,2.597986553,0.324724138,2.273262416,4.823464253,31.0976541,283.6083365,7.344333461
Hammar's Hill,0,4.3,Hammers Hill Energy Ltd,10.965,12988.96552,2.597986553,0.324724138,2.273262416,4.823464253,31.0976541,283.6083365,7.344333461
Siddick Wind Farm,0,4.2,Windprospect (a subsidiary of Windcluster Ltd.),10.71,12686.89655,2.53757276,0.317172414,2.220400347,4.82345448,30.37451438,283.6089111,7.344356446
Orchard End Windfarm,0,4.1044,Renewable Energy Generation,10.46622,12398.11862,2.479817174,0.309952966,2.169864209,4.823444692,29.68319282,283.6094867,7.344379467
Great Eppleton RO,0,4.1,E.ON UK,10.455,12384.82759,2.477158967,0.30962069,2.167538278,4.823444231,29.65137467,283.6095138,7.344380552
Wind Farm Africa Alive,0,4.1,SLP Energy,10.455,12384.82759,2.477158967,0.30962069,2.167538278,4.823444231,29.65137467,283.6095138,7.344380552
Great Eppleton (ex NFFO),0,4.1,Border Windfarm Limited / AMEC,10.455,12384.82759,2.477158967,0.30962069,2.167538278,4.823444231,29.65137467,283.6095138,7.344380552
High Haswell Wind Farm,0,4.06,Hallam Land Management,10.353,12264,2.45299345,0.3066,2.14639345,4.82343999,29.36211878,283.6097632,7.344390527
French Farm,0,4.025,REG Windpower (previously Cornwall Light and Power),10.26375,12158.27586,2.431848622,0.303956897,2.127891726,4.823436209,29.10901988,283.6099855,7.344399418
Garlenick,0,4,Airvolution Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
M1 J18 Wind Turbines,0,4,Airvolution Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Nissan Wind Farm,0,4,Nissan Manufacturing UK,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Great Orton,0,4,Cumbria Wind Farms,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Greendykeside,0,4,A7 Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Dundee,0,4,Ecotricity,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Workington (Eastman),0,4,,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Oakdale,0,4,Resonance,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Ranson Moor Wind Farm (Phase 2),0,4,EcoGen Projects Limited for Fenpower Limited 30 Fore Street Chasewater Cornwall TR4 8PT,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
MSD Cramlington,0,4,,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
North Pickenham Airfield,0,4,Bernard Matthews Green Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Middle Balbeggie,0,4,Capital Dynamics,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Greencroft Estate Turbines,0,4,Lanchester Properties Ltd.,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Burnfoot Hill Extension,0,4,FAO Miss Sarah Dooley,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Pen Bryn Oer Wind Farm,0,4,REG Windpower/ BlackRock,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Seamer Wind Farm - Hambleton,0,4,Infinis previously Broadview Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
East Youlstone,0,4,Airvolution Energy,10.2,12082.75862,2.416745174,0.302068966,2.114676209,4.823433469,28.92823495,283.6101466,7.344405864
Great Orton,0,3.96,Great Orton Wind Farms (II) Ltd,10.098,11961.93103,2.392579657,0.299048276,2.093531381,4.823429012,28.63897907,283.6104087,7.344416347
Bilbster,0,3.9,Donald Miller,9.945,11780.68966,2.356331381,0.294517241,2.06181414,4.823422155,28.20509524,283.6108118,7.344432474
Braich Ddu,0,3.9,REG Windpower (previously Cornwall Light and Power),9.945,11780.68966,2.356331381,0.294517241,2.06181414,4.823422155,28.20509524,283.6108118,7.344432474
Blaen Bowi Wind Farm,0,3.9,WINDJEN POWER LTD,9.945,11780.68966,2.356331381,0.294517241,2.06181414,4.823422155,28.20509524,283.6108118,7.344432474
Arnish Moor,0,3.9,Arnish Electric Ltd / Farm Energy,9.945,11780.68966,2.356331381,0.294517241,2.06181414,4.823422155,28.20509524,283.6108118,7.344432474
High Pow,0,3.9,REG Windpower (previously Cornwall Light and Power),9.945,11780.68966,2.356331381,0.294517241,2.06181414,4.823422155,28.20509524,283.6108118,7.344432474
Burradale Hill,0,3.7,Shetland Aerogenerators,9.435,11176.55172,2.235503795,0.279413793,1.956090002,4.823397692,26.75881581,283.6122502,7.344490009
Parc Cynog,0,3.6,Micon Wind Turbines (UK) Limited,9.18,10874.48276,2.175090002,0.271862069,1.903227933,4.823384442,26.03567609,283.6130293,7.344521173
Weston Airfield Wind Turbines,0,3.6,Bernard Matthews,9.18,10874.48276,2.175090002,0.271862069,1.903227933,4.823384442,26.03567609,283.6130293,7.344521173
Haverigg 3,0,3.4,The Wind Company,8.67,10270.34483,2.054262416,0.256758621,1.797503795,4.823355603,24.58939666,283.6147251,7.344589002
Blyth Harbour Wind Farm (re-power),0,3.4,Hainsford Energy (Blyth Harbour) Limited,8.67,10270.34483,2.054262416,0.256758621,1.797503795,4.823355603,24.58939666,283.6147251,7.344589002
Skelmonae Wind Farm,0,3.2,David Smith,8.16,9666.206897,1.933434829,0.241655172,1.691779657,4.82332316,23.14311723,283.6166327,7.34466531
St Johns Wells Wind Cluster Extension,0,3.2,Green Cat Renewables,8.16,9666.206897,1.933434829,0.241655172,1.691779657,4.82332316,23.14311723,283.6166327,7.34466531
Otterham Down Wind Farm (Resubmission),0,3.2,Otter Power Ltd,8.16,9666.206897,1.933434829,0.241655172,1.691779657,4.82332316,23.14311723,283.6166327,7.34466531
Castle Pill - Repowering,0,3.2,John Laing,8.16,9666.206897,1.933434829,0.241655172,1.691779657,4.82332316,23.14311723,283.6166327,7.34466531
Cathkin Braes,0,3,Scottish and Southern Energy (SSE),7.65,9062.068966,1.812607243,0.226551724,1.586055519,4.823286391,21.6968378,283.6187948,7.344751792
Gremista Wind Farm,0,3,Shetland Aerogenerators,7.65,9062.068966,1.812607243,0.226551724,1.586055519,4.823286391,21.6968378,283.6187948,7.344751792
Seaforth,0,3,Mersey Docks and Harbour Company and Windcluster Limited,7.65,9062.068966,1.812607243,0.226551724,1.586055519,4.823286391,21.6968378,283.6187948,7.344751792
Energy Works Hull - Wind Turbine,0,3,Spencer Group,7.65,9062.068966,1.812607243,0.226551724,1.586055519,4.823286391,21.6968378,283.6187948,7.344751792
Croda Chemicals Europe,0,3,Croda Chemicals Oak Road Kingston-Upon-Hull,7.65,9062.068966,1.812607243,0.226551724,1.586055519,4.823286391,21.6968378,283.6187948,7.344751792
Hare Hill RO,0,2.75,E.On,7.0125,8306.896552,1.66157276,0.207672414,1.453900347,4.82323291,19.88898851,283.6219396,7.344877584
Holmside,0,2.75,E.On,7.0125,8306.896552,1.66157276,0.207672414,1.453900347,4.82323291,19.88898851,283.6219396,7.344877584
Bu Farm,0,2.7,Longearth Ltd/ Farm Energy,6.885,8155.862069,1.631365864,0.203896552,1.427469312,4.823221026,19.52741866,283.6226384,7.344905537
Loch Sminig Wind Project,0,2.7,Urras Oighreachd Ghabhsainn (Galson Estate Trust),6.885,8155.862069,1.631365864,0.203896552,1.427469312,4.823221026,19.52741866,283.6226384,7.344905537
